S.No,"Company Name","Company Email",Address,"Contact No.","Point of Name","Point of Contact",Credits,Varification,Date
2013,"Marketplace Homes",,"1380 E Jefferson Ave, Detroit, MI 48207",+1+18003310646,,,0,Pending,"2024-09-12 12:33:36"
2014,"Great Lakes Property Management Group Llc",,"16554 Wyoming Ave, Detroit, MI 48221",+1+12487052087,,,0,Pending,"2024-09-12 12:33:35"
2015,"Gpm Property Management Llc",,"23944 Eureka Rd, #105, Taylor, MI 48180",+1+17342876619,,,0,Pending,"2024-09-12 12:33:34"
2016,"Evernest Detroit",,"1211 E Lincoln Ave, Suite 200, Royal Oak, MI 48067",+1+12489700629,,,0,Pending,"2024-09-12 12:33:33"
2017,"Essential Property Management",,"26657 Woodward Ave, Suite L2, Huntington Woods, MI 48070",+1+12486397843,,,0,Pending,"2024-09-12 12:33:32"
2018,"Epic Property Management",,"12863 Eureka Rd, Southgate, MI 48195",+1+17342256934,,,0,Pending,"2024-09-12 12:33:31"
2019,"Ch Property Management",,"18441 W McNichols Rd, Detroit, MI 48219",+1+13135201502,,,0,Pending,"2024-09-12 12:33:30"
2020,"Ag Management Company",,"31502 Woodward Ave, Royal Oak, MI 48073",+1+12483357368,,,0,Pending,"2024-09-12 12:33:29"
2021,"311 Property Management",,"18645 Strathmoor St, Detroit, MI 48235",+1+13134885500,,,0,Pending,"2024-09-12 12:33:28"
2022,"Pictured Rocks Real Estate",,"418 Mill St, Munising, MI 49862",+1+19063872619,,,0,Pending,"2024-09-12 12:33:27"
2023,"Uhm Properties",,"530 Warren St, Boston, MA 02121",+1+16175415510,,,0,Pending,"2024-09-12 12:33:26"
2024,"Trinity Management Llc",,"75 Federal St, 4th Floor, Boston, MA 02110",+1+16175423019,,,0,Pending,"2024-09-12 12:33:25"
2025,"Suffolk Property Management",,"90 Canal St, Boston, MA 02114",+1+18002281059,,,0,Pending,"2024-09-12 12:33:24"
2026,"Premier Property Solutions Llc",,"190 High St, Floor #6, Boston, MA 02110",+1+18577736437,,,0,Pending,"2024-09-12 12:33:23"
2027,"Northeast Investment Property Management",,"139 Charles St, Suite 144, Boston, MA 02114",+1+18573093775,,,0,Pending,"2024-09-12 12:33:22"
2028,"Mediate Management Company",,"4 Bunker Hill Industrial Park, Boston, MA 02129",+1+16173163300,,,0,Pending,"2024-09-12 12:33:21"
2029,"Keyrenter Property Management Boston",,"51 Melcher St, Suite 232, Boston, MA 85260",+1+16179174000,,,0,Pending,"2024-09-12 12:33:20"
2030,"Gti Properties",,"530 Harrison Ave, Boston, MA 02118",+1+16173508870,,,0,Pending,"2024-09-12 12:33:19"
2031,"Fitzpatrick Property Management",,"172 Bolton St, Boston, MA 02127",+1+12032068161,,,0,Pending,"2024-09-12 12:33:18"
2032,"Edge Realty Advisors",,"1660 Soldiers Field Rd, Boston, MA 02135",+1+16174770601,,,0,Pending,"2024-09-12 12:33:17"
2033,"District Property Management",,"177 Huntington Ave, Suite 1703, Boston, MA 02115",+1+16173472977,,,0,Pending,"2024-09-12 12:33:16"
2034,"Charlesgate Realty",,"867 Boylston St, Boston, MA 02116",+1+16175870100,,,0,Pending,"2024-09-12 12:33:15"
2035,"Boston Green Property Management",,"77 Sleeper St, Boston, MA 02210",+1+16172623075,,,0,Pending,"2024-09-12 12:33:14"
2036,"Boston Condominium Management",,"125 Jersey St, Boston, MA 02215",+1+16172629966,,,0,Pending,"2024-09-12 12:33:13"
2037,"Advanced Property Management",,"1226 Hyde Park Ave, Boston, MA 02136",+1+16179835120,,,0,Pending,"2024-09-12 12:33:12"
2038,"S R Properties",,"1199 Main St, Leicester, MA 01524",+1+15088927596,,,0,Pending,"2024-09-12 12:33:11"
2039,"Real Property Management Metrowest Worcester",,"80-B Turnpike Rd, Westborough, MA 01581",+1+15083296000,,,0,Pending,"2024-09-12 12:33:10"
2040,"Rr Realty Management Llc",,"971 Providence Rd, Whitinsville, MA 01588",+1+15082343414,,,0,Pending,"2024-09-12 12:33:09"
2041,"Premier Property Management Inc",,"490 Shrewsbury St, Suite F, Worcester, MA 01604",+1+15083047600,,,0,Pending,"2024-09-12 12:33:08"
2042,"Pmi Worcester",,"172 Shrewsbury St, Worcester, MA 01604",+1+17742437951,,,0,Pending,"2024-09-12 12:33:07"
2043,"Nexus Property Management",,"16 Austin St, Worcester, MA 01609",+1+15086873001,,,0,Pending,"2024-09-12 12:33:06"
2044,Mintblack,,"9 Dewitt Rd, Sutton, MA 01590",+1+15083991882,,,0,Pending,"2024-09-12 12:33:05"
2045,"May Property Management",,"17 Knollwood Dr, Shrewsbury, MA 01545",+1+15088088508,,,0,Pending,"2024-09-12 12:33:04"
2046,"Infante Property Management",,"392 Union Ave, Framingham, MA 01702",+1+15085983978,,,0,Pending,"2024-09-12 12:33:03"
2047,"Honour Watch Property Management Services",,"48 Brunelle Dr, Rutland, MA 01542",+1+15089628005,,,0,Pending,"2024-09-12 12:33:02"
2048,"Guaranty Management",,"370 Main St, Worcester, MA 01608",+1+15087520433,,,0,Pending,"2024-09-12 12:33:01"
2049,"Great North Property Management Inc",,"44 Portland St, 4th Floor, Worcester, MA 01608",+1+15084598722,,,0,Pending,"2024-09-12 12:32:01"
2050,"Diroberto Property Management",,"377 Shrewsbury St, Worcester, MA 01604",+1+17745028295,,,0,Pending,"2024-09-12 12:32:00"
2051,"Cabral Property Solutions",,"436 Southbridge St, Suite 2 #1003, Auburn, MA 01501",+1+17742029491,,,0,Pending,"2024-09-12 12:31:59"
2052,"Belaire Property Management Llc",,"1 Lunenburg St, Fitchburg, MA 01420",+1+19784480669,,,0,Pending,"2024-09-12 12:31:58"
2053,"Artel Properties Llc",,"91 Elm St, Worcester, MA 01609",+1+19784946475,,,0,Pending,"2024-09-12 12:31:57"
2054,"7 Hills Property Management",,"1 Kelley Sq, Worcester, MA 01610",+1+15083404700,,,0,Pending,"2024-09-12 12:31:56"
2055,"Warren Realty",,"71 Massachusetts Avenue Arlington, MA 02474",+1+17816486700,,,0,Pending,"2024-09-12 12:31:55"
2056,"Skyline Realty",,"10 Magazine Street Cambridge, MA 02139",+1+16175478700,,,0,Pending,"2024-09-12 12:31:54"
2057,"Renzi Bulger Group Llc",,"1070A Massachusetts Avenue Arlington, MA 02476",+1+16174202260,,,0,Pending,"2024-09-12 12:31:53"
2058,"Real Property Management Commonwealth",,"245 First Street, 18th Floor Cambridge, MA 02142",+1+16172992342,,,0,Pending,"2024-09-12 12:31:52"
2059,"Pmi Of Greater Boston",,"400 Trade Center, Suite 5900 Woburn, MA 01801",+1+16174205245,,,0,Pending,"2024-09-12 12:31:51"
2060,"Platinum Realty Group",,"1699 Massachusetts Avenue, Suite 100A Cambridge, MA 02138",+1+16176584000,,,0,Pending,"2024-09-12 12:31:50"
2061,"Peacock Properties",,"One Thompson Square, Suite 405 Charlestown, MA 02129",+1+16176006355,,,0,Pending,"2024-09-12 12:31:49"
2062,"New England Property",,"223 Arsenal Street Watertown, MA, 02472",+1+17816905191,,,0,Pending,"2024-09-12 12:31:48"
2063,"Mergo Group",,"535 Boylston Street Boston, MA 02116",+1+16176511517,,,0,Pending,"2024-09-12 12:31:47"
2064,"Lamacchia Property Management",,"465 Waverley Oaks Road, #212 Waltham, MA 02452",+1+18552133410,,,0,Pending,"2024-09-12 12:31:46"
2065,"Green Ocean Property Management",,"268 Center Street Newton, MA 02458",+1+16174874868,,,0,Pending,"2024-09-12 12:31:46"
2066,"Gb Property Management Boston",,"597 E Broadway South Boston, MA 02127",+1+16173027354,,,0,Pending,"2024-09-12 12:31:41"
2067,"First Realty Management",,"151 Tremont Street, Phase 1 Boston, MA 02111",+1+16174237000,,,0,Pending,"2024-09-12 12:31:40"
2068,"Dwm Property Management",,"60 Massachusetts Avenue Arlington, MA 02474",+1+16176225822,,,0,Pending,"2024-09-12 12:31:39"
2069,"Cpm Somerville Ma",,"40 Holland Street Somerville, MA 02144",+1+16178070700,,,0,Pending,"2024-09-12 12:31:38"
2070,"Cjl Rentals Property Management",,"633 Trapelo Road Waltham, MA 02452",+1+17816475774,,,0,Pending,"2024-09-12 12:31:37"
2071,"Capitol Square Management",,"443 Mt Auburn Street Watertown, MA 02472",+1+16173933444,,,0,Pending,"2024-09-12 12:31:36"
2072,"Brigs Llc",,"185 Dudley Street Boston, MA 02119",+1+16175364900,,,0,Pending,"2024-09-12 12:31:34"
2073,"Boston Property Group",,"404 Western Avenue Boston, MA 02135",+1+16179034005,,,0,Pending,"2024-09-12 12:31:33"
2074,"Anchor Property Management",,"22 Mill Street Arlington, MA 02476",+1+17816430454,,,0,Pending,"2024-09-12 12:31:32"
2075,"Towson Real Estate Services Inc",,"1406 Phoenix Road, Phoenix, MD 21131",+1+14108782315,,,0,Pending,"2024-09-12 12:31:31"
2076,"Sungate Property Management",,"1919 York Road, Timonium, MD 21093",+1+14432198410,,,0,Pending,"2024-09-12 12:31:30"
2077,"Rent Works Property Management Llc",,"30 E Padonia Road, Suite 206, Lutherville-Timonium, MD 21093",+1+14434907368,,,0,Pending,"2024-09-12 12:31:29"
2078,"Real Property Management Essentials",,"1300 York Road, Suite 324-A, Lutherville Timonium, MD 21093",+1+14108323138,,,0,Pending,"2024-09-12 12:31:28"
2079,"Real Property Management Capital Baltimore Area",,"8100 Sandpiper Circle, Suite 108F, Baltimore, MD 21236",+1+14106954701,,,0,Pending,"2024-09-12 12:31:26"
2080,"Precellent Property Management",,"10821 Red Run Boulevard, #1005, Owings Mills, MD 21117",+1+14107756551,,,0,Pending,"2024-09-12 12:31:25"
2081,"Mbr Property Management",,"926 Light Street, Suite 2, Baltimore, MD 21230",+1+14109080817,,,0,Pending,"2024-09-12 12:31:24"
2082,"Horizon Property Management Llc",,"10400 Ridgeland Road, Suite 1, Cockeysville, MD 21030",+1+14106662824,,,0,Pending,"2024-09-12 12:31:22"
2083,"Henson Property Management",,"400 S Pulaski Street, Baltimore, MD 21223",+1+14109344340,,,0,Pending,"2024-09-12 12:31:21"
2084,"Canton Management Company",,"2912 O'Donnell Street, Baltimore, MD, 21224",+1+14103422205,,,0,Pending,"2024-09-12 12:31:20"
2085,"Baltimore Village",,"600 N Monroe Street, Floor 1, Baltimore, MD 21217",+1+14435795452,,,0,Pending,"2024-09-12 12:31:19"
2086,"American Heritage Property Management",,"1425 Clarkview Road, Baltimore, MD 21209",+1+18776912802,,,0,Pending,"2024-09-12 12:31:18"
2087,"Alpine Property Management Llc",,"5000 Willow Branch Way, Owings Mills, MD 21117",+1+14438789412,,,0,Pending,"2024-09-12 12:31:17"
2088,"Wpm Real Estate Management",,"11433 Cronridge Dr. Owings Mills, MD 21117",+1+14437967400,,,0,Pending,"2024-09-12 12:31:16"
2089,"Vision Property Management",,"1829 Reisterstown Rd., Ste. 350 Pikesville, MD 21208",+1+14436419380,,,0,Pending,"2024-09-12 12:31:15"
2090,"Three Pillars Property Management",,"606 Main St. Ste. 2 Laurel, MD 20707",+1+14435885777,,,0,Pending,"2024-09-12 12:31:14"
2091,"Thornhill Properties Inc",,"6301 North Charles St., Ste. 2 Baltimore, MD 21212",+1+14102962877,,,0,Pending,"2024-09-12 12:31:13"
2092,"Star Property Management",,"3120 St. Paul St., Terrace Ste. Baltimore, MD 21218",+1+14102357764,,,0,Pending,"2024-09-12 12:31:12"
2093,"Snowden Property Management",,"402 E. 25th Street Baltimore, MD 21218",+1+14433007133,,,0,Pending,"2024-09-12 12:31:11"
2094,"S S Property Solutions Llc",,"809 Gleneagles Court, Suite 119 Towson, MD 21286",+1+14106610909,,,0,Pending,"2024-09-12 12:31:10"
2095,"Reliable Property Management",,"141 South Eaton St. Baltimore, MD 21224",+1+14438693799,,,0,Pending,"2024-09-12 12:31:09"
2096,Propertywize,,"10 Gerard Ave., Suite 203 Lutherville-Timonium, MD 21093",+1+14103726512,,,0,Pending,"2024-09-12 12:31:08"
2097,"Property Management Of Baltimore Llc",,"PO Box 26273 Baltimore, MD 21210",+1+14109056678,,,0,Pending,"2024-09-12 12:31:07"
2098,"Prodigy Properties Inc",,"429 Eastern Blvd, Unit C Essex, MD 21221",+1+14439868394,,,0,Pending,"2024-09-12 12:31:06"
2099,"Premier Property Management Investment Llc",,"400 West Franklin St., Ste. 400 Baltimore, MD 21201",+1+14105221078,,,0,Pending,"2024-09-12 12:31:05"
2100,"Permira Property Management Llc",,"400 West Franklin St., Ste. 40 Baltimore, MD 21201",+1+14106963322,,,0,Pending,"2024-09-12 12:31:04"
2101,"Paradigm Property Management Services Llc",,"324 Bryanstone Rd. Reisterstown, MD, 21136",+1+18664777767,,,0,Pending,"2024-09-12 12:31:02"
2102,"Maryland Property Rentals Llc",,"406 S Camp Meade Rd., Ste. 104 Linthicum, MD 21090",+1+12402066044,,,0,Pending,"2024-09-12 12:31:02"
2103,"Maryland Property Management Llc",,"111 Warren Rd., Ste. 4A Cockeysville, MD 21030","+1+1410 5581000",,,0,Pending,"2024-09-12 12:31:00"
2104,"Managebaltimorecom Llc",,"100 International Dr., 23rd Floor Baltimore, MD 21202",+1+14104131279,,,0,Pending,"2024-09-12 12:30:59"
2105,"Jbz Management",,"6609 Reisterstown Rd., Ste. 206B Baltimore, MD 21215",+1+14109295526,,,0,Pending,"2024-09-12 12:30:58"
2106,"Homeriver Group",,"3375 Ellicott Center Drive Suite 1878, Ellicott City, MD 21041",+1+14104801219,,,0,Pending,"2024-09-12 12:30:57"
2107,"Home Advantage Property Management",,"1052 Lido Dr. Annapolis MD, 21409",+1+14106267411,,,0,Pending,"2024-09-12 12:30:56"
2108,"Gbc Management Group Llc",,"100 International Dr., 23rd Floor Baltimore, MD 21202",+1+14435632164,,,0,Pending,"2024-09-12 12:30:55"
2109,"Chesapeake Property Management Inc",,"1414 Key Highway, 3rd Floor Baltimore, MD 21230",+1+14435885600,,,0,Pending,"2024-09-12 12:30:54"
2110,"C Brown Properties",,"859 1/2 North Howard St. Baltimore, MD 21201",+1+14105217050,,,0,Pending,"2024-09-12 12:30:53"
2111,"Boka Management Group",,"504 Cathedral St. #100 Baltimore, MD 21201",+1+14109628050,,,0,Pending,"2024-09-12 12:30:52"
2112,"Bmr Management Llc",,"1920 Gough St., Ste. C Baltimore, MD 21231",+1+14103270764,,,0,Pending,"2024-09-12 12:30:51"
2113,"Bg Property Management Inc",,"9103 Woodmore Center, Ste. 150 Lanham, MD 20706",+1+14433103916,,,0,Pending,"2024-09-12 12:30:50"
2114,"Atlantic Realty Group",,"P.O. Box 193 Cockeysville, MD 21030",+1+14105800010,,,0,Pending,"2024-09-12 12:30:49"
2115,"All County Chesapeake Property Management",,"260 Gateway Dr. Ste. 13C Bel Air, MD 21014",+1+14439633131,,,0,Pending,"2024-09-12 12:30:48"
2116,"Astoria Charm Property Management Featured",,"1714 Saint Paul St, STE 3C Baltimore, MD 21202",+1+14104019903,,,0,Pending,"2024-09-12 12:30:47"
2117,"The Pcs Home Team",,"339 Buschs Frontage Rd, Annapolis, MD 21409",+1+14105671123,,,0,Pending,"2024-09-12 12:30:46"
2118,"Maryland Property Rentals Llc",,"406 S Camp Meade Rd, Suite 104, Linthicum, MD 21090","+1+1240206 6044",,,0,Pending,"2024-09-12 12:30:45"
2119,"Clearchoice Property Management",,"8252 Railroad Ave, Millersville, MD 21108",+1+14105440584,,,0,Pending,"2024-09-12 12:30:44"
2120,"Brightleaf Property Management",,"PO Box 5354, Annapolis, MD 21403",+1+14109342528,,,0,Pending,"2024-09-12 12:30:43"
2121,"Benchmark Property Management",,"1997 Annapolis Exch, Suite 300, Annapolis, MD 21401",+1+12407978599,,,0,Pending,"2024-09-12 12:30:42"
2122,"Provision Property Management Of Annapolis",,"1222 Tamarack Trail, Arnold, MD 21012",+1+14432183110,,,0,Pending,"2024-09-12 12:30:41"
2123,"Pioneer Enterprises",,"400 Renfro Drive, Unit 101, Glen Burnie, MD 21060",+1+14103541111,,,0,Pending,"2024-09-12 12:30:40"
2124,"Mainstay Property Management",,"815 Main St, Laurel, MD 20707",+1+14435853779,,,0,Pending,"2024-09-12 12:30:39"
2125,"Homeriver Group",,"3375 Ellicott Center Drive Suite 1878, Ellicott City, MD 21041",+1+14106415588,,,0,Pending,"2024-09-12 12:30:38"
2126,"Chesapeake Property Management",,"8373 Piney Orchard Pkwy, Unit 207, Odenton, MD 21113",+1+12402971970,,,0,Pending,"2024-09-12 12:30:37"
2127,"Chances Are Realty Llc",,"16701 Melford Blvd, Suite 400, Bowie, MD 20715",+1+13017762444,,,0,Pending,"2024-09-12 12:30:36"
2128,"Caster Management",,"1296 Cronson Blvd, #4284, Crofton, MD 21114",+1+13013586004,,,0,Pending,"2024-09-12 12:30:35"
2129,"Bay Property Management Group",,"1114 St. Paul St, Suite 1A, Baltimore, MD 21202",+1+14437084698,,,0,Pending,"2024-09-12 12:30:34"
2130,"Associated Property Management",,"844 Ritchie Hwy, Suite 201, Severna Park, MD 21146",+1+14104215010,,,0,Pending,"2024-09-12 12:30:33"
2131,"1st Choice Property Management",,"1216 Annapolis Rd, Odenton, MD 21113",+1+14106746647,,,0,Pending,"2024-09-12 12:30:32"
2132,"Vantage Property Management",,"1120 Benfield Blvd, Millersville, MD 21108",+1+14107292770,,,0,Pending,"2024-09-12 12:30:31"
2133,"The Loughlin Management Group Inc",,"60 West St, Suite 204, Annapolis, MD 21401",+1+14102800220,,,0,Pending,"2024-09-12 12:30:30"
2134,"Silver River Property Management",,"4201 Northview Dr, Suite 103, Bowie, MD 20716",+1+13013520098,,,0,Pending,"2024-09-12 12:30:29"
2135,"Pmi Annapolis",,"1910 Towne Centre Blvd, Suite 250, Annapolis, MD 21401",+1+14437823999,,,0,Pending,"2024-09-12 12:30:28"
2136,"Mackenzie Commercial Real Estate",,"410 Severn Ave, Annapolis, MD 21403",+1+14109749336,,,0,Pending,"2024-09-12 12:30:27"
2137,"Keyrenter Property Management Annapolis",,"1997 Annapolis Exchange Pkwy, Suite 300 PMB #141, Annapolis, MD 21401",+1+14108345555,,,0,Pending,"2024-09-12 12:30:25"
2138,"Investment Property Management",,"407 Headquarters Dr, Suite 7, Millersville, MD 21108",+1+14437482123,,,0,Pending,"2024-09-12 12:30:24"
2139,"Innovative Properties",,"435 Fourth St, Annapolis, MD 21403",+1+14102688400,,,0,Pending,"2024-09-12 12:30:23"
2140,"Hyatt Commercial",,"2568A Riva Rd, Annapolis, MD 21401",+1+14102666500,,,0,Pending,"2024-09-12 12:30:22"
2141,"Hq Property Management Llc",,"626C Admiral Drive, Suite 220, Annapolis, MD 21401",+1+14434477163,,,0,Pending,"2024-09-12 12:30:21"
2142,"Cove Property Management",,"PO Box 6724, Annapolis, MD 21401",+1+14105715555,,,0,Pending,"2024-09-12 12:30:20"
2143,"Core Value Property Management",,"1432 Defense Hwy, Gambrills, MD 21054",+1+13018572876,,,0,Pending,"2024-09-12 12:30:20"
2144,"Coastal Properties Management Inc",,"1819 Bay Ridge Ave, Suite 400, Annapolis, MD 21403",+1+14102690933,,,0,Pending,"2024-09-12 12:30:18"
2145,"Chase Property Management",,"88 Maryland Ave, Annapolis, MD 21401",+1+14102959797,,,0,Pending,"2024-09-12 12:30:18"
2146,"Brooks Property Management",,"626C Admiral Dr, #310, Annapolis, MD 21401",+1+13012216334,,,0,Pending,"2024-09-12 12:30:17"
2147,"Brodie Management",,"134 Holiday Ct, Suite 308, Annapolis, MD 21401",+1+14105711400,,,0,Pending,"2024-09-12 12:30:16"
2148,"Benchmark Property Management",,"1997 Annapolis Exchange, Suite 300, Annapolis, MD 21401",+1+17033826884,,,0,Pending,"2024-09-12 12:30:15"
2149,"Bay West Management",,"2530 Riva Rd, Suite LL4, Annapolis, MD 21401",+1+14108970207,,,0,Pending,"2024-09-12 12:30:14"
2150,"Annapolis Property Services",,"914 Forest Dr, Suite 101, Annapolis, MD 21403",+1+14106956151,,,0,Pending,"2024-09-12 12:30:13"
2151,"Annapolis Accommodations",,"41 Maryland Ave, Annapolis, MD 21401",+1+14102633262,,,0,Pending,"2024-09-12 12:30:12"
2152,"Statewide Property Management Consulting",,"248 State St, Suite 4A, Ellsworth, ME 04605",+1+12076645000,,,0,Pending,"2024-09-12 12:30:11"
2153,"Si Associates Property Management",,"23 Water St, Suite 402, Bangor, ME 04401",+1+12078665651,,,0,Pending,"2024-09-12 12:30:10"
2154,"Rent Bangor Marsh Property Management",,"1671 Hammond St, Hermon, ME 04401",+1+12079746606,,,0,Pending,"2024-09-12 12:30:09"
2155,"Real Property Management Acadia",,"659 Hogan Rd, Suite B, Bangor, ME 04401",+1+12075617482,,,0,Pending,"2024-09-12 12:30:07"
2156,"Rk Property Management",,"343 Hammond St, Bangor, ME 04401",+1+12079475517,,,0,Pending,"2024-09-12 12:30:07"
2157,"Quality Property Management Llc",,"PO BOX 1009, Bangor, ME 04402",+1+12076050321,,,0,Pending,"2024-09-12 12:30:05"
2158,"Pine State Property Management",,"146 Parkway S, Suite 206, Brewer, ME 04412",+1+12079919800,,,0,Pending,"2024-09-12 12:30:04"
2159,"Penbay Property Management Llc",,"169 US Rte 1, Bucksport, ME 04416",+1+12077029360,,,0,Pending,"2024-09-12 12:30:04"
2160,"Pangburns Property Management",,"11 Mountainview Dr, Orono, ME 04473",+1+12078526249,,,0,Pending,"2024-09-12 12:30:02"
2161,"Maine Real Estate Management",,"21 Main St, Suite 101, Bangor, ME 04401",+1+12079428003,,,0,Pending,"2024-09-12 12:30:02"
2162,"Lmh Properties",,"336 Horseback Rd, Carmel, ME 04419",+1+12079912744,,,0,Pending,"2024-09-12 12:30:01"
2163,"Kc Management",,"69 Main St, Orono, ME 04473",+1+12078667027,,,0,Pending,"2024-09-12 12:29:59"
2164,"Hughes Property Management Services",,"559 Union St, Suite 1, Bangor, ME 04401",+1+12075614700,,,0,Pending,"2024-09-12 12:29:58"
2165,"Canuck Investments Llc",,"22 Fairways, Bangor, ME 04401",+1+12079223120,,,0,Pending,"2024-09-12 12:29:57"
2166,"Bangor Home Rentals",,"40 High St, Suite 1, Bangor, ME 04401",+1+12072620199,,,0,Pending,"2024-09-12 12:29:56"
2167,"Tenant Solutions Llc",,"PO Box 208, Winthrop, ME 04364",+1+12075926636,,,0,Pending,"2024-09-12 12:29:55"
2168,"Standard Housing Company",,"325 Main St, Suite 365, Waterville, ME 04901",+1+12074892188,,,0,Pending,"2024-09-12 12:29:54"
2169,"Spectrum Property Management",,"58 Main St, Oakland, ME 04963",+1+12077161096,,,0,Pending,"2024-09-12 12:29:52"
2170,"Sea Glass Rentals Property Management",,"10 Cumberland St, Suite 3, Brunswick, ME 04011",+1+12074064953,,,0,Pending,"2024-09-12 12:29:51"
2171,"Rentex Property Management",,"51 Pleasant St, Brunswick, ME 04011",+1+12077257511,,,0,Pending,"2024-09-12 12:29:50"
2172,"Ram Property Management",,"60 Western Avenue Pl, Suite 275, Augusta, ME 04330",+1+12074413214,,,0,Pending,"2024-09-12 12:29:49"
2173,"Perkins Leasing Management",,"63 Silver St, Waterville, ME 04901",+1+12078730751,,,0,Pending,"2024-09-12 12:29:48"
2174,"Megunticook Real Estate",,"100 Washington St, Camden, ME 04843",+1+12072362736,,,0,Pending,"2024-09-12 12:29:47"
2175,"Maine Hospitality Management Llc",,"126 Western Ave, Suite 1000, Augusta, ME 04330",+1+12075440404,,,0,Pending,"2024-09-12 12:29:46"
2176,"Gilbert Group Llc",,"79 Cony St, Augusta, ME 04330",+1+12074801612,,,0,Pending,"2024-09-12 12:29:45"
2177,"Capital Property Management Llc",,"56 Northern Ave, Augusta, ME 04330",+1+12072151712,,,0,Pending,"2024-09-12 12:29:44"
2178,"Cc Realty Management Llc",,"526 Western Ave, Augusta, ME 04338",+1+12076217700,,,0,Pending,"2024-09-12 12:29:43"
2179,"Real Property Management Evertrust Featured",,"400 Congress St Suite 300 Portland, ME 04101",+1+12075500776,,,0,Pending,"2024-09-12 12:29:42"
2180,"Upper Management Realty",,"924 Valmont St Ste. 202 New Orleans, LA 70115",+1+15048951241,,,0,Pending,"2024-09-12 12:29:41"
2181,"Toledano Properties",,"215 Decatur St Suite 300 New Orleans, LA 70130",+1+15045252552,,,0,Pending,"2024-09-12 12:29:40"
2182,"Superior Property Management",,"3925 Iberville St New Orleans, LA 70119",+1+15044887368,,,0,Pending,"2024-09-12 12:29:39"
2183,"Soniat Realty",,"3940 Canal St New Orleans, LA 70119",+1+15044888988,,,0,Pending,"2024-09-12 12:29:38"
2184,"Sibling Rivalry Asset Management Group",,"3519 Joliet St New Orleans, LA 70118",+1+15042376612,,,0,Pending,"2024-09-12 12:29:37"
2185,"Poydras Properties Llc",,"1250 Poydras St # 2460 New Orleans, LA 70113",+1+15045222535,,,0,Pending,"2024-09-12 12:29:36"
2186,"Pmg Leasing Llc",,"1055 St. Charles Ave New Orleans, LA 70130",+1+15045861166,,,0,Pending,"2024-09-12 12:29:35"
2187,"New Orleans Restoration Properties",,"804 N. Broad St. New Orleans LA 70119",+1+15043247157,,,0,Pending,"2024-09-12 12:29:34"
2188,"New Orleans Hotel Collection",,"3330 N Causeway Blvd Metairie, LA 70002",+1+18557986642,,,0,Pending,"2024-09-12 12:29:33"
2189,"Mkc Properties",,"2621 Cleveland Ave. New Orleans, LA 70119",+1+15045127438,,,0,Pending,"2024-09-12 12:29:32"
2190,"Latter Blum Property Management",,"5557 Canal Blvd New Orleans, LA 70124",+1+15044837028,,,0,Pending,"2024-09-12 12:29:30"
2191,"Kirschman Realty",,"3631 Canal St New Orleans, LA 70119",+1+15044868951,,,0,Pending,"2024-09-12 12:29:29"
2192,"Jw Property Services",,"3900 N. Causeway Blvd., Ste. 1200 Metairie, LA 70002",+1+15046484073,,,0,Pending,"2024-09-12 12:29:28"
2193,"Hri Management",,"812 Gravier St., Suite 200 New Orleans, LA 70112",+1+15045851922,,,0,Pending,"2024-09-12 12:29:27"
2194,"Gno Property Management",,"826 Union St., #200 New Orleans, LA 70112",+1+15045287028,,,0,Pending,"2024-09-12 12:29:26"
2195,"Felicity Property Co",,"1470 Urania Street New Orleans, LA 70130",+1+15045868305,,,0,Pending,"2024-09-12 12:29:25"
2196,"Coxe Property Management And Leasing",,"5500 Prytania St. New Orleans, LA 70115",+1+12282296373,,,0,Pending,"2024-09-12 12:29:24"
2197,"Bg Property Management",,"547 Baronne St #100 New Orleans, LA 70113",+1+15045680930,,,0,Pending,"2024-09-12 12:29:22"
2198,"Tom Mackey Real Estate",,"9336 Interline Avenue Baton Rouge, 70809",+1+12257518847,,,0,Pending,"2024-09-12 12:29:21"
2199,"Sage Property Management",,"9618 Jefferson Highway, Suite D-147 Baton Rouge, LA 70809",+1+12253063005,,,0,Pending,"2024-09-12 12:29:20"
2200,"Patrician Management",,"8027 Jefferson Highway Baton Rouge, Louisiana 70809",+1+12259844828,,,0,Pending,"2024-09-12 12:29:18"
2201,"Maestri Murrell",,"9018 Jefferson Highway Baton Rouge, Louisiana, 70809",+1+12252981250,,,0,Pending,"2024-09-12 12:29:17"
2202,"Kurz Herbert Commercial Inc",,"7910 Wrenwood Boulevard Baton Rouge, Louisiana 70809",+1+12259250600,,,0,Pending,"2024-09-12 12:29:16"
2203,"Keystone Residential Management",,"11929 Sunray Avenue Baton Rouge, Louisiana 70816",+1+12252932800,,,0,Pending,"2024-09-12 12:29:15"
2204,"Cobalt Realty",,"11001 Highland Road Baton Rouge, LA 70810",+1+12254546095,,,0,Pending,"2024-09-12 12:29:14"
2205,"Burns Co Inc",,"17400 Memorial Avenue Baton Rouge, Louisiana 70810",+1+12257523100,,,0,Pending,"2024-09-12 12:29:13"
2206,"Blackstone Partners",,"10245 Siegen Lane, Suite C Baton Rouge, Louisiana 70810",+1+12259243753,,,0,Pending,"2024-09-12 12:29:12"
